index,OPE ID_x,School,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,Address,City_y,StateCode,ZipCode,Province,Country,PostalCode
5363,002790,NYACK COLLEGE-ROCKLAND CAMPUS,NEW YORK,NY,10004,Private-Nonprofit,Unsubsidized - Undergraduate,209,209,939721.0,209,510614.0,,,,,,,,
5366,002829,ST. LAWRENCE UNIVERSITY,CANTON,NY,13617,Private-Nonprofit,Unsubsidized - Undergraduate,422,424,1308563.0,424,664683.0,,,,,,,,
5370,002795,PAUL SMITH'S COLLEGE OF ARTS & SCIENCES,PAUL SMITHS,NY,12970,Private-Nonprofit,Unsubsidized - Undergraduate,440,440,1414870.0,440,730323.0,,,,,,,,
5371,002863,CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,CORNING,NY,14830,Public,Unsubsidized - Undergraduate,537,557,2376267.0,557,1188250.0,,,,,,,,
5374,002974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,CHAPEL HILL,NC,27514,Public,Unsubsidized - Undergraduate,1512,1547,8450388.0,1547,4258192.0,,,,,,,,
5376,002975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,CHARLOTTE,NC,28223,Public,Unsubsidized - Undergraduate,8377,9058,34414663.0,9058,17576017.0,,,,,,,,
5377,002972,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,NC,27695,Public,Unsubsidized - Undergraduate,7197,7410,30205480.0,7411,15404138.0,,,,,,,,
5380,002905,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,GREENSBORO,NC,27411,Public,Unsubsidized - Undergraduate,6436,6985,22787058.0,7012,11436074.0,,,,,,,,
5382,002976,UNIVERSITY OF NORTH CAROLINA -GREENSBORO,GREENSBORO,NC,27412,Public,Unsubsidized - Undergraduate,6755,7185,25898491.0,7185,13149755.0,,,,,,,,
5384,002984,UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE),WILMINGTON,NC,28403,Public,Unsubsidized - Undergraduate,4485,4705,18162795.0,4705,9143298.0,,,,,,,,
5385,002978,WAKE FOREST UNIVERSITY,WINSTON-SALEM,NC,27109,Private-Nonprofit,Unsubsidized - Undergraduate,769,769,2951446.0,769,1502396.0,,,,,,,,
5389,002954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,28372,Public,Unsubsidized - Undergraduate,3027,3124,12656959.0,3124,6348451.0,,,,,,,,
5396,004838,GUILFORD TECHNICAL COMMUNITY COLLEGE,JAMESTOWN,NC,27282,Public,Unsubsidized - Undergraduate,2163,2163,11334950.0,2163,1874030.0,,,,,,,,
5400,007640,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,FAYETTEVILLE,NC,28303,Public,Unsubsidized - Undergraduate,1254,1298,6294847.0,1298,1039266.0,,,,,,,,
5402,002907,UNIVERSITY OF NORTH CAROLINA ASHEVILLE,ASHEVILLE,NC,28804,Public,Unsubsidized - Undergraduate,1140,1144,4912604.0,1156,2465718.0,,,,,,,,
5410,003981,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,WINSTON-SALEM,NC,27127,Public,Unsubsidized - Undergraduate,405,421,1473935.0,421,736983.0,,,,,,,,
5412,002939,LEES-MCRAE COLLEGE,BANNER ELK,NC,28604,Private-Nonprofit,Unsubsidized - Undergraduate,437,437,1547123.0,437,791055.0,,,,,,,,
5423,002997,NORTH DAKOTA STATE UNIVERSITY - FARGO,FARGO,ND,58102,Public,Unsubsidized - Undergraduate,4236,4352,18623321.0,4352,9660288.0,,,,,,,,
5428,002996,NORTH DAKOTA STATE COLLEGE OF SCIENCE,WAHPETON,ND,58076,Public,Unsubsidized - Undergraduate,744,809,3299973.0,809,1660179.0,,,,,,,,
5435,003090,OHIO STATE UNIVERSITY,COLUMBUS,OH,43210,Public,Unsubsidized - Undergraduate,11445,12084,46775225.0,12087,23883346.0,,,,,,,,
5439,003024,CASE WESTERN RESERVE UNIVERSITY,,OH,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,1284,1320,4358934.0,1320,2219959.0,,,,,,,,
5444,003123,UNIVERSITY OF AKRON (THE),AKRON,OH,44325,Public,Unsubsidized - Undergraduate,4102,4489,16519270.0,4489,8489614.0,,,,,,,,
5455,003014,BALDWIN WALLACE UNIVERSITY,BEREA,OH,44017,Private-Nonprofit,Unsubsidized - Undergraduate,1454,1487,4955149.0,1487,2516397.0,,,,,,,,
5463,006867,COLUMBUS STATE COMMUNITY COLLEGE- MAIN CAMPUS,COLUMBUS,OH,43215,Public,Unsubsidized - Undergraduate,1326,1413,5032207.0,1426,1955086.0,,,,,,,,
5464,003039,COLUMBUS COLLEGE OF ART & DESIGN,COLUMBUS,OH,43215,Private-Nonprofit,Unsubsidized - Undergraduate,641,691,2238467.0,691,1137830.0,,,,,,,,
5466,003036,FRANCISCAN UNIVERSITY OF STEUBENVILLE,STEUBENVILLE,OH,43952,Private-Nonprofit,Unsubsidized - Undergraduate,992,1006,3814449.0,1006,1923175.0,,,,,,,,
5475,003037,COLLEGE OF WOOSTER (THE),WOOSTER,OH,44691,Private-Nonprofit,Unsubsidized - Undergraduate,760,760,2482778.0,760,1246184.0,,,,,,,,
5486,004852,CLARK STATE COMMUNITY COLLEGE,SPRINGFIELD,OH,45505,Public,Unsubsidized - Undergraduate,1108,1206,3074578.0,1206,1538433.0,,,,,,,,
5487,003982,CLEVELAND INSTITUTE OF ART (THE),CLEVELAND,OH,44106,Private-Nonprofit,Unsubsidized - Undergraduate,440,469,1333076.0,469,668289.0,,,,,,,,
5491,006489,CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES,CINCINNATI,OH,45219,Private-Nonprofit,Unsubsidized - Undergraduate,584,584,2831943.0,584,1295320.0,,,,,,,,
5493,003069,LOURDES UNIVERSITY,SYLVANIA,OH,43560,Private-Nonprofit,Unsubsidized - Undergraduate,374,392,1516831.0,392,760535.0,,,,,,,,
5495,003041,DEFIANCE COLLEGE,DEFIANCE,OH,43512,Private-Nonprofit,Unsubsidized - Undergraduate,395,442,1327365.0,442,662532.0,,,,,,,,
5496,003184,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,NORMAN,OK,73019,Public,Unsubsidized - Undergraduate,5183,5396,21464788.0,5397,10913658.0,,,,,,,,
5498,003152,UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,73034,Public,Unsubsidized - Undergraduate,2304,2348,10796174.0,2348,5429273.0,,,,,,,,
5501,003185,UNIVERSITY OF TULSA (THE),TULSA,OK,74104,Private-Nonprofit,Unsubsidized - Undergraduate,768,807,3059440.0,813,1642115.0,,,,,,,,
5504,003179,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,DURANT,OK,74701,Public,Unsubsidized - Undergraduate,611,611,3149640.0,611,1571885.0,,,,,,,,
5506,003181,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,WEATHERFORD,OK,73096,Public,Unsubsidized - Undergraduate,952,953,4591765.0,982,2388583.0,,,,,,,,
5511,003168,ROGERS STATE UNIVERSITY - CLAREMORE,CLAREMORE,OK,74017,Public,Unsubsidized - Undergraduate,876,886,4367805.0,886,2196014.0,,,,,,,,
5516,009647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY,OKLAHOMA CITY,OK,73107,Public,Unsubsidized - Undergraduate,595,595,3164638.0,595,1565757.0,,,,,,,,
5517,003163,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,ALVA,OK,73717,Public,Unsubsidized - Undergraduate,457,464,2096001.0,464,1076802.0,,,,,,,,
5530,003198,LINFIELD UNIVERSITY,MCMINNVILLE,OR,97128,Private-Nonprofit,Unsubsidized - Undergraduate,825,833,3292371.0,833,1717137.0,,,,,,,,
5542,003220,SOUTHWESTERN OREGON COMMUNITY COLLEGE,COOS BAY,OR,97420,Public,Unsubsidized - Undergraduate,82,82,385076.0,82,132471.0,,,,,,,,
5552,030908,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,,PA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,3,6,32500.0,6,16250.0,,,,,,,,
5555,003258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PITTSBURGH,PA,15282,Private-Nonprofit,Unsubsidized - Undergraduate,3020,3088,10593971.0,3088,5302506.0,,,,,,,,
5556,003328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,WEST CHESTER,PA,19383,Public,Unsubsidized - Undergraduate,5546,5727,23068879.0,5727,11879047.0,,,,,,,,
5561,003315,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,BLOOMSBURG,PA,17815,Public,Unsubsidized - Undergraduate,3971,4183,14392696.0,4183,7459185.0,,,,,,,,
5563,003242,CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,15213,Private-Nonprofit,Unsubsidized - Undergraduate,1068,1095,2702566.0,1095,1362214.0,,,,,,,,
5571,003316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,CALIFORNIA,PA,15419,Public,Unsubsidized - Undergraduate,2217,2217,8828944.0,2217,4455022.0,,,,,,,,
5572,003325,MILLERSVILLE UNIVERSITY,MILLERSVILLE,PA,17551,Public,Unsubsidized - Undergraduate,2333,2418,8927249.0,2418,4640730.0,,,,,,,,
5578,003287,LA SALLE UNIVERSITY,PHILADELPHIA,PA,19141,Private-Nonprofit,Unsubsidized - Undergraduate,1216,1256,4446804.0,1256,2328631.0,,,,,,,,
5581,003353,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PHILADELPHIA,PA,19104,Private-Nonprofit,Unsubsidized - Undergraduate,751,768,2397811.0,768,1203442.0,,,,,,,,
5584,003323,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,LOCK HAVEN,PA,17745,Public,Unsubsidized - Undergraduate,1513,1556,5662946.0,1580,2839650.0,,,,,,,,
5586,003247,MISERICORDIA UNIVERSITY,DALLAS,PA,18612,Private-Nonprofit,Unsubsidized - Undergraduate,1249,1271,4846430.0,1271,2623380.0,,,,,,,,
5591,003298,MESSIAH UNIVERSITY,MECHANICSBURG,PA,17055,Private-Nonprofit,Unsubsidized - Undergraduate,1229,1231,4215949.0,1247,2160594.0,,,,,,,,
5606,003368,SAINT VINCENT COLLEGE & SEMINARY,LATROBE,PA,15650,Private-Nonprofit,Unsubsidized - Undergraduate,959,1007,3428656.0,1007,1743577.0,,,,,,,,
5623,007469,HUSSIAN COLLEGE,PHILADELPHIA,PA,19106,Proprietary,Unsubsidized - Undergraduate,687,708,2384483.0,986,1361869.0,,,,,,,,
5632,003389,WASHINGTON AND JEFFERSON COLLEGE,WASHINGTON,PA,15301,Private-Nonprofit,Unsubsidized - Undergraduate,583,590,2077403.0,590,1041002.0,,,,,,,,
5644,003360,ROSEMONT COLLEGE - ROSEMONT COLLEGE,ROSEMONT,PA,19010,Private-Nonprofit,Unsubsidized - Undergraduate,271,287,964993.0,287,481528.0,,,,,,,,
5655,003411,SALVE REGINA COLLEGE,NEWPORT,RI,2840,Private-Nonprofit,Unsubsidized - Undergraduate,1472,1489,4718970.0,1489,2382220.0,,,,,,,,
5658,003448,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,COLUMBIA,SC,29208,Public,Unsubsidized - Undergraduate,10100,10628,40624261.0,10628,20520101.0,,,,,,,,
5661,003438,MEDICAL UNIVERSITY OF SOUTH CAROLINA,CHARLESTON,SC,29425,Public,Unsubsidized - Undergraduate,176,180,932585.0,180,474371.0,,,,,,,,
5669,003423,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",CHARLESTON,SC,29409,Public,Unsubsidized - Undergraduate,864,875,3624877.0,875,1814200.0,,,,,,,,
5672,003449,UNIVERSITY OF SOUTH CAROLINA - AIKEN,AIKEN,SC,29801,Public,Unsubsidized - Undergraduate,1291,1372,5520048.0,1372,2893817.0,,,,,,,,
5675,004925,HORRY GEORGETOWN TECHNICAL COLLEGE,CONWAY,SC,29526,Public,Unsubsidized - Undergraduate,1424,1506,7025733.0,1506,3518462.0,,,,,,,,
5677,003441,NORTH GREENVILLE UNIVERSITY,TIGERVILLE,SC,29688,Private-Nonprofit,Unsubsidized - Undergraduate,781,825,2862304.0,825,1445233.0,,,,,,,,
5678,003450,UNIVERSITY OF SOUTH CAROLINA - BEAUFORT,BEAUFORT,SC,29902,Public,Unsubsidized - Undergraduate,935,1016,3810708.0,1018,1927964.0,,,,,,,,
5680,003993,MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS,COLUMBIA,SC,29202,Public,Unsubsidized - Undergraduate,773,825,2710318.0,825,1317285.0,,,,,,,,
5697,003470,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,RAPID CITY,SD,57701,Public,Unsubsidized - Undergraduate,814,822,3299710.0,842,1722958.0,,,,,,,,
5704,003530,UNIVERSITY OF TENNESSEE,KNOXVILLE,TN,37996,Public,Unsubsidized - Undergraduate,5975,6118,23949428.0,6118,12462288.0,,,,,,,,
5708,006725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,MEMPHIS,TN,38163,Public,Unsubsidized - Undergraduate,104,104,559901.0,104,245741.0,,,,,,,,
5710,010997,EAST GEORGIA STATE COLLEGE,SWAINSBORO,GA,30401,Public,Unsubsidized - Undergraduate,618,721,2058453.0,810,1107620.0,,,,,,,,
5711,003487,EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,37614,Public,Unsubsidized - Undergraduate,3319,3519,14954890.0,3519,7544682.0,,,,,,,,
5712,003510,MIDDLE TENNESSEE STATE UNIVERSITY,MURFREESBORO,TN,37130,Public,Unsubsidized - Undergraduate,5452,5717,23138429.0,5717,12162676.0,,,,,,,,
5713,003529,UNIVERSITY OF TENNESSEE - CHATTANOOGA,CHATTANOOGA,TN,37403,Public,Unsubsidized - Undergraduate,3314,3343,13548884.0,3346,7237863.0,,,,,,,,
5717,003523,TENNESSEE TECHNOLOGICAL UNIVERSITY,COOKEVILLE,TN,38505,Public,Unsubsidized - Undergraduate,1882,2050,7275746.0,2050,3821093.0,,,,,,,,
5721,003531,UNIVERSITY OF TENNESSEE - MARTIN,MARTIN,TN,38238,Public,Unsubsidized - Undergraduate,1769,1869,7572879.0,1870,3799009.0,,,,,,,,
5737,003534,UNIVERSITY OF THE SOUTH (THE),SEWANEE,TN,37383,Private-Nonprofit,Unsubsidized - Undergraduate,411,426,1473769.0,426,737895.0,,,,,,,,
5740,034403,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,MEMPHIS,TN,38104,Private-Nonprofit,Unsubsidized - Undergraduate,444,459,1816364.0,459,1076002.0,,,,,,,,
5743,003658,UNIVERSITY OF TEXAS - AUSTIN,AUSTIN,TX,78713,Public,Unsubsidized - Undergraduate,8033,8377,31242574.0,8377,16449278.0,,,,,,,,
5745,003656,UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,76013,Public,Unsubsidized - Undergraduate,8316,8986,36821367.0,8986,18960581.0,,,,,,,,
5750,010115,UNIVERSITY OF TEXAS AT SAN ANTONIO,SAN ANTONIO,TX,78249,Public,Unsubsidized - Undergraduate,8943,9303,35855294.0,9303,19018378.0,,,,,,,,
5753,003581,LAMAR UNIVERSITY,BEAUMONT,TX,77710,Public,Unsubsidized - Undergraduate,2669,2725,12981118.0,2734,6176816.0,,,,,,,,
5755,003661,UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,79968,Public,Unsubsidized - Undergraduate,3781,3825,18702430.0,3825,9578192.0,,,,,,,,
5762,003630,PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,PRAIRIE VIEW,TX,77446,Public,Unsubsidized - Undergraduate,4396,4618,15685348.0,4618,7852528.0,,,,,,,,
5763,003646,TEXAS WOMANS UNIVERSITY,DENTON,TX,76204,Public,Unsubsidized - Undergraduate,2653,2796,12144793.0,2796,6205195.0,,,,,,,,
5764,010674,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,,TX,NaN,Public,Unsubsidized - Undergraduate,420,428,1619200.0,428,997481.0,,,,,,,,
5766,011161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,CORPUS CHRISTI,TX,78412,Public,Unsubsidized - Undergraduate,2824,2824,12492955.0,2849,6429217.0,,,,,,,,
5767,003659,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,SAN ANTONIO,TX,78229,Public,Unsubsidized - Undergraduate,248,252,1447830.0,252,677720.0,,,,,,,,
5769,003612,UNIVERSITY OF HOUSTON - DOWNTOWN,HOUSTON,TX,77002,Public,Unsubsidized - Undergraduate,2260,2276,14523673.0,2276,7516903.0,,,,,,,,
5774,004951,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,,TX,NaN,Public,Unsubsidized - Undergraduate,75,76,470700.0,76,236352.0,,,,,,,,
5777,003639,TEXAS A&M UNIVERSITY - KINGSVILLE,KINGSVILLE,TX,78363,Public,Unsubsidized - Undergraduate,1999,2051,8216610.0,2051,4142069.0,,,,,,,,
5788,004453,DALLAS COLLEGE,DALLAS,TX,75202,Public,Unsubsidized - Undergraduate,2166,2180,10714027.0,2181,5332331.0,,,,,,,,
5789,003634,TEXAS STATE TECHNICAL COLLEGE,WACO,TX,76705,Public,Unsubsidized - Undergraduate,2110,2110,9658734.0,2110,3254354.0,,,,,,,,
5790,013231,UNIVERSITY OF HOUSTON - VICTORIA,VICTORIA,TX,77901,Public,Unsubsidized - Undergraduate,915,957,5052652.0,957,2602915.0,,,,,,,,
5795,003626,TARRANT COUNTY COLLEGE DISTRICT,FORT WORTH,TX,76102,Public,Unsubsidized - Undergraduate,1615,1637,8719052.0,1637,4364643.0,,,,,,,,
5796,009930,UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,ODESSA,TX,79762,Public,Unsubsidized - Undergraduate,985,1016,5975734.0,1016,3058279.0,,,,,,,,
5801,003604,WILLIAM MARSHALL RICE UNIVERSITY,HOUSTON,TX,77251,Private-Nonprofit,Unsubsidized - Undergraduate,85,87,402981.0,87,208008.0,,,,,,,,
5802,004952,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,,TX,NaN,Public,Unsubsidized - Undergraduate,182,184,1022572.0,184,521199.0,,,,,,,,
5811,003654,UNIVERSITY OF SAINT THOMAS,HOUSTON,TX,77006,Private-Nonprofit,Unsubsidized - Undergraduate,352,361,1647510.0,361,863424.0,,,,,,,,
5815,031703,TEXAS A & M UNIVERSITY - TEXARKANA,TEXARKANA,TX,75503,Public,Unsubsidized - Undergraduate,704,704,3392655.0,704,1764209.0,,,,,,,,
5817,003663,WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS,PLAINVIEW,TX,79072,Private-Nonprofit,Unsubsidized - Undergraduate,552,560,2959390.0,560,943862.0,,,,,,,,
5827,042808,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER EL PASO,EL PASO,TX,79905,Public,Unsubsidized - Undergraduate,56,56,328020.0,56,170261.0,,,,,,,,
5831,003616,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,WAXAHACHIE,TX,75165,Private-Nonprofit,Unsubsidized - Undergraduate,832,869,1780820.0,869,1780820.0,,,,,,,,
5847,003696,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,BURLINGTON,VT,5405,Public,Unsubsidized - Undergraduate,3496,3503,12603897.0,3503,6495954.0,,,,,,,,
5852,003683,CASTLETON UNIVERSITY,CASTLETON,VT,5735,Public,Unsubsidized - Undergraduate,930,949,3672293.0,949,1857308.0,,,,,,,,
5855,003694,SAINT MICHAEL'S COLLEGE,COLCHESTER,VT,5439,Private-Nonprofit,Unsubsidized - Undergraduate,455,458,1509038.0,458,756527.0,,,,,,,,
5860,003754,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,BLACKSBURG,VA,24061,Public,Unsubsidized - Undergraduate,8989,9289,34010111.0,9289,17404442.0,,,,,,,,
5862,003745,UNIVERSITY OF VIRGINIA,CHARLOTTESVILLE,VA,22903,Public,Unsubsidized - Undergraduate,2575,2687,9600970.0,2697,4836291.0,,,,,,,,
5878,003723,MARY BALDWIN UNIVERSITY,STAUNTON,VA,24401,Private-Nonprofit,Unsubsidized - Undergraduate,776,842,3339281.0,842,1698779.0,,,,,,,,
5884,003768,WASHINGTON AND LEE UNIVERSITY,LEXINGTON,VA,24450,Private-Nonprofit,Unsubsidized - Undergraduate,230,231,1178469.0,231,590818.0,,,,,,,,
5891,003713,HAMPDEN SYDNEY COLLEGE,HAMPDEN-SYDNEY,VA,23943,Private-Nonprofit,Unsubsidized - Undergraduate,412,424,1541873.0,424,780592.0,,,,,,,,
5919,003794,SAINT MARTIN'S UNIVERSITY,LACEY,WA,98503,Private-Nonprofit,Unsubsidized - Undergraduate,388,393,1594310.0,393,805272.0,,,,,,,,
5944,003828,WEST VIRGINIA UNIVERSITY - PARKERSBURG,PARKERSBURG,WV,26101,Public,Unsubsidized - Undergraduate,436,462,2271124.0,462,1135950.0,,,,,,,,
5949,003895,UNIVERSITY OF WISCONSIN - MADISON,MADISON,WI,53715,Public,Unsubsidized - Undergraduate,5675,5866,24400302.0,5866,12375078.0,,,,,,,,
5951,003896,UNIVERSITY OF WISCONSIN - MILWAUKEE,MILWAUKEE,WI,53201,Public,Unsubsidized - Undergraduate,6739,6974,29914619.0,7002,15325351.0,,,,,,,,
5954,003919,UNIVERSITY OF WISCONSIN - LACROSSE,LA CROSSE,WI,54601,Public,Unsubsidized - Undergraduate,3220,3353,14902875.0,3353,7638827.0,,,,,,,,
5955,003920,UNIVERSITY OF WISCONSIN - OSHKOSH,OSHKOSH,WI,54901,Public,Unsubsidized - Undergraduate,2680,2900,11943406.0,2901,6201258.0,,,,,,,,
5956,003917,UNIVERSITY OF WISCONSIN - EAU CLAIRE,EAU CLAIRE,WI,54702,Public,Unsubsidized - Undergraduate,3208,3225,13742892.0,3233,7076645.0,,,,,,,,
5958,003915,UNIVERSITY OF WISCONSIN - STOUT,MENOMONIE,WI,54751,Public,Unsubsidized - Undergraduate,2301,2331,10093878.0,2331,5193227.0,,,,,,,,
5959,003921,UNIVERSITY OF WISCONSIN - PLATTEVILLE,PLATTEVILLE,WI,53818,Public,Unsubsidized - Undergraduate,2315,2363,9607857.0,2363,4963354.0,,,,,,,,
5963,003923,UNIVERSITY OF WISCONSIN - RIVER FALLS,RIVER FALLS,WI,54022,Public,Unsubsidized - Undergraduate,1805,1849,8340192.0,1859,4233738.0,,,,,,,,
5969,005015,UNIVERSITY OF WISCONSIN - PARKSIDE,KENOSHA,WI,53141,Public,Unsubsidized - Undergraduate,1032,1074,4855401.0,1074,2495563.0,,,,,,,,
5972,003892,SAINT NORBERT COLLEGE,DE PERE,WI,54115,Private-Nonprofit,Unsubsidized - Undergraduate,922,948,3223835.0,948,1626987.0,,,,,,,,
5975,020771,MILWAUKEE INSTITUTE OF ART & DESIGN,,WI,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,670,713,2199280.0,713,1171334.0,,,,,,,,
5976,003925,UNIVERSITY OF WISCONSIN - SUPERIOR,SUPERIOR,WI,54880,Public,Unsubsidized - Undergraduate,709,755,3429906.0,757,1804346.0,,,,,,,,
5981,009259,LARAMIE COUNTY COMMUNITY COLLEGE,CHEYENNE,WY,82007,Public,Unsubsidized - Undergraduate,397,397,1972627.0,397,984014.0,,,,,,,,
5984,003930,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT,SHERIDAN,WY,82801,Public,Unsubsidized - Undergraduate,262,262,1195617.0,262,535336.0,,,,,,,,
5986,003936,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PONCE,PR,717,Private-Nonprofit,Unsubsidized - Undergraduate,28,28,86330.0,51,62749.0,,,,,,,,
5987,003937,UNIVERSIDAD DEL SAGRADO CORAZÓN,SAN JUAN,PR,914,Private-Nonprofit,Unsubsidized - Undergraduate,138,138,812306.0,138,390202.0,,,,,,,,
5988,003939,INTER AMERICAN UNIVERSITY OF PUERTO RICO - AGUADILLA CAMPUS,AGUADILLA,PR,605,Private-Nonprofit,Unsubsidized - Undergraduate,23,24,86350.0,24,42758.0,,,,,,,,
5989,003940,INTER AMERICAN UNIVERSITY OF PUERTO RICO - METROPOLITAN CAMPUS,SAN JUAN,PR,919,Private-Nonprofit,Unsubsidized - Undergraduate,246,247,1367593.0,247,484430.0,,,,,,,,
5990,003941,UNIVERSIDAD ANA G. MÉNDEZ - CAROLINA CAMPUS,,PR,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,364,366,1492487.0,366,1046324.0,,,,,,,,
5993,021102,COLUMBIA COLLEGE HOLLYWOOD,,CA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,145,145,499635.0,150,187643.0,,,,,,,,
5995,001506,MIAMI DADE COLLEGE,MIAMI,FL,33132,Public,Unsubsidized - Undergraduate,588,588,2668090.0,675,1457114.0,,,,,,,,
5999,009747,GORDON CONWELL THEOLOGICAL SEMINARY,,MA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,1,1,4600.0,1,4600.0,,,,,,,,
6001,002820,SAINT FRANCIS COLLEGE,BROOKLYN,NY,11201,Private-Nonprofit,Unsubsidized - Undergraduate,337,349,1133561.0,350,566783.0,,,,,,,,
6008,003430,COLUMBIA COLLEGE OF SOUTH CAROLINA,COLUMBIA,SC,29203,Private-Nonprofit,Unsubsidized - Undergraduate,325,325,1272913.0,325,644633.0,,,,,,,,
6012,003990,FLORENCE - DARLINGTON TECHNICAL COLLEGE,FLORENCE,SC,29501,Public,Unsubsidized - Undergraduate,340,340,1878972.0,340,814635.0,,,,,,,,
6021,002956,CAROLINA UNIVERSITY,WINSTON SALEM,NC,27101,Private-Nonprofit,Unsubsidized - Undergraduate,204,216,768296.0,235,374895.0,,,,,,,,
6023,010170,WESTERN DAKOTA TECHNICAL COLLEGE,RAPID CITY,SD,57701,Public,Unsubsidized - Undergraduate,516,518,2549026.0,518,1278232.0,,,,,,,,
6029,039153,CAREER QUEST LEARNING CENTERS,LANSING,MI,48910,Proprietary,Unsubsidized - Undergraduate,141,144,749478.0,148,380558.0,,,,,,,,
6053,001996,BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,PRESTONSBURG,KY,41653,Public,Unsubsidized - Undergraduate,305,328,1078204.0,328,538385.0,,,,,,,,
6056,002385,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,THIEF RIVER FALLS,MN,56701,Public,Unsubsidized - Undergraduate,656,682,3307044.0,682,1655470.0,,,,,,,,
6065,013005,OLYMPIAN ACADEMY OF COSMETOLOGY,ALAMOGORDO,NM,88310,Proprietary,Unsubsidized - Undergraduate,126,126,546911.0,142,292373.0,,,,,,,,
6068,002742,JUILLIARD SCHOOL (THE),NEW YORK,NY,10023,Private-Nonprofit,Unsubsidized - Undergraduate,117,117,385566.0,117,192784.0,,,,,,,,
6080,003453,UNIVERSITY OF SOUTH CAROLINA - LANCASTER,LANCASTER,SC,29721,Public,Unsubsidized - Undergraduate,257,261,1116096.0,261,560309.0,,,,,,,,
6082,003454,UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE,ALLENDALE,SC,29810,Public,Unsubsidized - Undergraduate,175,194,709616.0,194,355687.0,,,,,,,,
6084,006815,ORANGEBURG CALHOUN TECHNICAL COLLEGE,ORANGEBURG,SC,29118,Public,Unsubsidized - Undergraduate,193,193,594212.0,193,297566.0,,,,,,,,
6095,039573,BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE,MARTINSBURG,WV,25403,Public,Unsubsidized - Undergraduate,396,396,1558148.0,397,387909.0,,,,,,,,
