index,OPE ID_x,School_x,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,School,Address,City,StateCode,ZipCode,Province,Country,PostalCode
3301,020921,MASSACHUSETTS SCHOOL OF BARBERING,,MA,NaN,Proprietary,Subsidized,4,4,12859.0,4,6430.0,014437,MASSACHUSETTS SCHOOL OF BARBERING,58 ROSS WAY,QUINCY,MA,2169.0,,,
3305,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,2,2,7000.0,2,3500.0,012948,ROB ROY ACADEMY,260 S MAIN ST,FALL RIVER,MA,2721.0,,,
3305,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,2,2,7000.0,2,3500.0,014992,ROB ROY ACADEMY,1 SCHOOL STREET,TAUNTON,MA,2780.0,,,
3305,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,2,2,7000.0,2,3500.0,015418,ROB ROY ACADEMY,150 PLEASANT ST,WORCESTER,MA,1609.0,,,
3305,023394,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,2,2,7000.0,2,3500.0,016571,ROB ROY ACADEMY,1872 ACUSHNET AVE,NEW BEDFORD,MA,2746.0,,,
3319,032873,LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE),,,NaN,Foreign-Public,Subsidized,10,10,44000.0,10,14667.0,,,,,,,,,
3322,023438,MONTGOMERY BEAUTY SCHOOL,,MD,NaN,Proprietary,Subsidized,8,8,16241.0,8,7741.0,016627,MONTGOMERY BEAUTY SCHOOL,8736 ARLISS ST,SILVER SPRING,MD,20901.0,,,
3323,032983,ALBERTA UNIVERSITY OF THE ARTS,,,NaN,Foreign-Public,Subsidized,2,2,8000.0,2,4000.0,,,,,,,,,
3326,021540,DIVERS ACADEMY OF THE EASTERN SEABOARD,,NJ,NaN,Proprietary,Subsidized,9,9,30285.0,9,15147.0,,,,,,,,,
3327,007447,DEL-MAR-VA BEAUTY ACADEMY,,MD,NaN,Proprietary,Subsidized,5,5,17000.0,5,8500.0,013863,DEL-MAR-VA BEAUTY ACADEMY,111 MILFORD ST,SALISBURY,MD,21804.0,,,
3329,033293,JOHN CABOT UNIVERSITY,,,NaN,Foreign-Private,Subsidized,45,45,193320.0,45,102682.0,,,,,,,,,
3331,033325,KWANTLEN POLYTECHNIC UNIVERSITY,,,NaN,Foreign-Public,Subsidized,1,1,3500.0,1,1750.0,,,,,,,,,
3334,033354,BURMAN UNIVERSITY,,,NaN,Foreign-Private,Subsidized,6,6,28000.0,6,14000.0,,,,,,,,,
3337,033494,"QUEEN MARGARET UNIVERSITY, EDINBURGH",,,NaN,Foreign-Public,Subsidized,1,1,3500.0,1,1750.0,,,,,,,,,
3338,033523,LONDON SOUTH BANK UNIVERSITY,,,NaN,Foreign-Public,Subsidized,1,1,4500.0,1,2250.0,,,,,,,,,
3340,025548,VANGUARD COLLEGE OF COSMETOLOGY A PAUL MITCHELL PARTNER SCHOOLMETAIRIE,,LA,NaN,Proprietary,Subsidized,13,13,37019.0,13,18509.0,,,,,,,,,
3359,034184,EDINBURGH NAPIER UNIVERSITY,,,NaN,Foreign-Public,Subsidized,7,7,30500.0,7,15250.0,,,,,,,,,
3365,022796,CORTIVA INSTITUTE,,FL,NaN,Proprietary,Subsidized,44,44,118028.0,45,61146.0,016092,CORTIVA INSTITUTE,4045 PARK BLVD,PINELLAS PARK,FL,33781.0,,,
3365,022796,CORTIVA INSTITUTE,,FL,NaN,Proprietary,Subsidized,44,44,118028.0,45,61146.0,030086,CORTIVA INSTITUTE,2001 W. SAMPLE RD #100,POMPANO BEACH,FL,33064.0,,,
3368,012589,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,,NY,NaN,Public,Subsidized,11,11,26464.0,11,14489.0,,,,,,,,,
3370,034353,ANGLIA RUSKIN UNIVERSITY,,,NaN,Foreign-Public,Subsidized,6,6,25000.0,6,14333.0,,,,,,,,,
3371,022454,KEENE BEAUTY ACADEMY,,NH,NaN,Proprietary,Subsidized,5,5,14750.0,5,7375.0,015836,KEENE BEAUTY ACADEMY,800 PARK AVENUE,KEENE,NH,3431.0,,,
3373,025398,QUEEN CITY COLLEGE,,TN,NaN,Proprietary,Subsidized,15,15,41127.0,16,21292.0,017068,QUEEN CITY COLLEGE,1594 FORT CAMPBELL BLVD,CLARKSVILLE,TN,37042.0,,,
3376,034423,AMERICAN UNIVERSITY IN BULGARIA,,,NaN,Foreign-Private,Subsidized,9,9,40500.0,9,20250.0,,,,,,,,,
3378,021785,EAGLE GATE COLLEGE,,UT,NaN,Proprietary,Subsidized,25,25,91393.0,29,49601.0,015359,EAGLE GATE COLLEGE,5588 SOUTH GREEN ST SUITE 150,MURRAY,UT,84123.0,,,
3380,034783,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA,,,NaN,Foreign-Public,Subsidized,2,2,9000.0,2,3000.0,,,,,,,,,
3385,023322,HAIR PROFESSIONALS CAREER COLLEGE,,IL,NaN,Proprietary,Subsidized,6,6,20460.0,6,10230.0,016504,HAIR PROFESSIONALS CAREER COLLEGE,2245 GATEWAY DR,SYCAMORE,IL,60178.0,,,
3385,023322,HAIR PROFESSIONALS CAREER COLLEGE,,IL,NaN,Proprietary,Subsidized,6,6,20460.0,6,10230.0,025877,HAIR PROFESSIONALS CAREER COLLEGE,10321 S ROBERTS RD,PALOS HILLS,IL,60465.0,,,
3387,024950,ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,,MD,NaN,Proprietary,Subsidized,5,5,15731.0,5,7865.0,,,,,,,,,
3393,035153,UNIVERSITY OF CENTRAL LANCASHIRE,,,NaN,Foreign-Public,Subsidized,21,21,75500.0,21,25173.0,,,,,,,,,
3397,025770,PAUL MITCHELL THE SCHOOL - ESANI,,GA,NaN,Proprietary,Subsidized,25,25,60911.0,33,32455.0,017317,PAUL MITCHELL THE SCHOOL - ESANI,1003 MANSELL ROAD,ROSWELL,GA,30076.0,,,
3400,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,12,12,33461.0,12,16728.0,009078,CAPRI INSTITUTE OF HAIR DESIGN,1595 MAIN AVENUE,CLIFTON,NJ,7011.0,,,
3400,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,12,12,33461.0,12,16728.0,014551,CAPRI INSTITUTE OF HAIR DESIGN,615 WINTERS AVENUE,PARAMUS,NJ,7652.0,,,
3400,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,12,12,33461.0,12,16728.0,015558,CAPRI INSTITUTE OF HAIR DESIGN,660 NORTH MICHIGAN AVENUE,KENILWORTH,NJ,7033.0,,,
3400,021836,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,12,12,33461.0,12,16728.0,016107,CAPRI INSTITUTE OF HAIR DESIGN,268 BRICK BOULEVARD,BRICK TOWN,NJ,8724.0,,,
3402,022417,PJ'S COLLEGE OF COSMETOLOGY,,IN,NaN,Proprietary,Subsidized,12,12,38788.0,12,19394.0,015806,PJ'S COLLEGE OF COSMETOLOGY,1414 BLACKISTON MILL RD,CLARKSVILLE,IN,47129.0,,,
3402,022417,PJ'S COLLEGE OF COSMETOLOGY,,IN,NaN,Proprietary,Subsidized,12,12,38788.0,12,19394.0,016289,PJ'S COLLEGE OF COSMETOLOGY,50 HAYES-ARBORETUM ROAD,RICHMOND,IN,47374.0,,,
3416,035803,LIVERPOOL JOHN MOORES UNIVERSITY,,,NaN,Foreign-Public,Subsidized,8,8,30036.0,8,10013.0,,,,,,,,,
3419,024910,WEST MICHIGAN COLLEGE OF BARBERING AND BEAUTY,,MI,NaN,Proprietary,Subsidized,7,7,26500.0,7,13250.0,,,,,,,,,
3421,035943,GRENOBLE ECOLE DE MANAGEMENT,,,NaN,Foreign-Private,Subsidized,2,2,10000.0,2,5000.0,,,,,,,,,
3423,023613,THE LANDING SCHOOL OF BOATBUILDING & DESIGN,,ME,NaN,Private-Nonprofit,Subsidized,10,10,38000.0,10,19000.0,,,,,,,,,
3424,036133,UNIVERSITY OF NORTHERN BRITISH COLUMBIA - PRINCE GEORGE CAMPUS,,,NaN,Foreign-Public,Subsidized,5,5,26500.0,5,13250.0,,,,,,,,,
3435,036534,UNIVERSIDAD DE IBEROAMÉRICA,,,NaN,Foreign-Private,Subsidized,2,2,7000.0,2,3500.0,,,,,,,,,
3438,022809,MID-ATLANTIC CHRISTIAN UNIVERSITY,,NC,NaN,Private-Nonprofit,Subsidized,93,93,198543.0,93,99274.0,014101,MID-ATLANTIC CHRISTIAN UNIVERSITY,715 NORTH POINDEXTER STREET,ELIZABETH CITY,NC,27909.0,,,
3442,036743,ABERTAY UNIVERSITY,,,NaN,Foreign-Public,Subsidized,4,4,21000.0,4,10500.0,,,,,,,,,
3444,022781,SANTA FE COMMUNITY COLLEGE,,NM,NaN,Public,Subsidized,13,13,50321.0,13,25161.0,016065,SANTA FE COMMUNITY COLLEGE,6401 RICHARDS AVENUE,SANTA FE,NM,87508.0,,,
3451,036943,UNIVERSITY OF CHICHESTER,,,NaN,Foreign-Public,Subsidized,3,3,14714.0,3,7357.0,,,,,,,,,
3457,021904,SCHILLING - DOUGLAS SCHOOL OF HAIR DESIGN,,DE,NaN,Proprietary,Subsidized,18,18,54253.0,18,27126.0,,,,,,,,,
3461,022625,FAUST INSTITUTE OF COSMETOLOGY,,IA,NaN,Proprietary,Subsidized,5,5,17333.0,5,8667.0,015973,FAUST INSTITUTE OF COSMETOLOGY,1543 18TH STREET,SPIRIT LAKE,IA,51360.0,,,
3464,021975,BATON ROUGE SCHOOL OF COMPUTERS,,LA,NaN,Proprietary,Subsidized,4,4,16000.0,4,8000.0,015533,BATON ROUGE SCHOOL OF COMPUTERS,9352 INTERLINE AVENUE,BATON ROUGE,LA,70809.0,,,
3477,025434,BROWNSON TECHNICAL SCHOOL,,CA,NaN,Proprietary,Subsidized,13,13,45500.0,13,22750.0,017050,BROWNSON TECHNICAL SCHOOL,1110 TECHNOLOGY CIRCLE STE D,ANAHEIM,CA,92805.0,,,
3481,037703,NAZARENE THEOLOGICAL COLLEGE,,,NaN,Foreign-Private,Subsidized,1,1,4500.0,1,2250.0,,,,,,,,,
3483,025283,TDDS TECHNICAL INSTITUTE,,OH,NaN,Proprietary,Subsidized,12,12,22859.0,17,16095.0,,,,,,,,,
3489,025822,"GUY'S ACADEMY HAIR, SKIN & NAILS",,LA,NaN,Proprietary,Subsidized,6,6,20500.0,6,10250.0,017375,"GUY'S ACADEMY HAIR, SKIN & NAILS",1141 SHREVEPORT BARKSDALE HIGHWAY,SHREVEPORT,LA,71105.0,,,
3494,038073,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,,,NaN,Foreign-Public,Subsidized,2,2,7000.0,2,2333.0,,,,,,,,,
3496,023214,TONI & GUY HAIRDRESSING ACADEMY,,GA,NaN,Proprietary,Subsidized,14,14,43916.0,16,23133.0,,,,,,,,,
3512,023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,,OH,NaN,Proprietary,Subsidized,14,14,48761.0,14,19306.0,016261,OHIO VALLEY COLLEGE OF TECHNOLOGY,15258 STATE ROUTE 170,EAST LIVERPOOL,OH,43920.0,,,
3514,022375,LAS VEGAS COLLEGE,,NV,NaN,Proprietary,Subsidized,74,78,271546.0,78,105836.0,015804,LAS VEGAS COLLEGE,170 NORTH STEPHANIE STREET,HENDERSON,NV,89014.0,,,
3515,023142,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Subsidized,7,7,16750.0,9,9750.0,007573,EMPIRE BEAUTY SCHOOL,38-15 BROADWAY,ASTORIA,NY,11103.0,,,
3515,023142,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Subsidized,7,7,16750.0,9,9750.0,015331,EMPIRE BEAUTY SCHOOL,22 WEST 34TH STREET,NEW YORK,NY,10001.0,,,
3515,023142,EMPIRE BEAUTY SCHOOL,,NY,NaN,Proprietary,Subsidized,7,7,16750.0,9,9750.0,016374,EMPIRE BEAUTY SCHOOL,19 BANK STREET,PEEKSKILL,NY,10566.0,,,
3516,021596,BAPTIST COLLEGE OF FLORIDA (THE),,FL,NaN,Private-Nonprofit,Subsidized,33,33,125973.0,33,76741.0,013001,BAPTIST COLLEGE OF FLORIDA (THE),5400 COLLEGE DRIVE,GRACEVILLE,FL,32440.0,,,
3519,030185,BENE'S CAREER ACADEMY,,FL,NaN,Proprietary,Subsidized,41,41,100135.0,47,53813.0,014752,BENE'S CAREER ACADEMY,7027 US HIGHWAY 19,NEW PORT RICHEY,FL,34652.0,,,
3521,038594,FALMOUTH UNIVERSITY,,,NaN,Foreign-Public,Subsidized,8,8,36000.0,8,17250.0,,,,,,,,,
3527,004502,CITY COLLEGE OF SAN FRANCISCO,,CA,NaN,Public,Subsidized,17,17,68500.0,17,34250.0,012874,CITY COLLEGE OF SAN FRANCISCO,50 FRIDA KAHLO WAY,SAN FRANCISCO,CA,94112.0,,,
3528,022110,SALON SUCCESS ACADEMY,,CA,NaN,Proprietary,Subsidized,19,19,61250.0,21,32625.0,007203,SALON SUCCESS ACADEMY,1385 EAST FOOTHILL BOULVARD,UPLAND,CA,91786.0,,,
3528,022110,SALON SUCCESS ACADEMY,,CA,NaN,Proprietary,Subsidized,19,19,61250.0,21,32625.0,013095,SALON SUCCESS ACADEMY,2097 COMPTON AVENUE,CORONA,CA,92881.0,,,
3528,022110,SALON SUCCESS ACADEMY,,CA,NaN,Proprietary,Subsidized,19,19,61250.0,21,32625.0,014599,SALON SUCCESS ACADEMY,210 W HIGHLAND AVE,SAN BERNARDINO,CA,92405.0,,,
3535,022850,PAUL MITCHELL THE SCHOOL HUNTSVILLE,,AL,NaN,Proprietary,Subsidized,20,20,68500.0,20,34250.0,016113,PAUL MITCHELL THE SCHOOL HUNTSVILLE,3810 SULLIVAN STREET,MADISON,AL,35758.0,,,
3538,020564,CAPRI COSMETOLOGY LEARNING CENTER,,NY,NaN,Proprietary,Subsidized,7,7,17498.0,7,8746.0,014122,CAPRI COSMETOLOGY LEARNING CENTER,251 WEST ROUTE 59,NANUET,NY,10954.0,,,
3546,025568,PAUL MITCHELL THE SCHOOL SALT LAKE CITY,,UT,NaN,Proprietary,Subsidized,14,14,46437.0,14,23217.0,017186,PAUL MITCHELL THE SCHOOL SALT LAKE CITY,1969 EAST MURRAY HOLLADAY ROAD,SALT LAKE,UT,84117.0,,,
3548,025240,SUNSTATE ACADEMY,,FL,NaN,Private-Nonprofit,Subsidized,34,34,91869.0,34,55022.0,,,,,,,,,
3551,021180,LEVITTOWN BEAUTY ACADEMY,,PA,NaN,Proprietary,Subsidized,9,9,21000.0,11,12250.0,,,,,,,,,
3554,023268,MERIDIAN COLLEGE,,FL,NaN,Proprietary,Subsidized,31,31,90000.0,40,54000.0,015548,MERIDIAN COLLEGE,7020 PROFESSIONAL PARKWAY EAST,SARASOTA,FL,34240.0,,,
3564,021250,CAREER ACADEMY OF BEAUTY,,CA,NaN,Proprietary,Subsidized,19,19,54434.0,19,27212.0,013914,CAREER ACADEMY OF BEAUTY,12471 VALLEYVIEW BLVD,WEST GARDEN GROVE,CA,92845.0,,,
3570,023269,SUNSTATE ACADEMY,,FL,NaN,Private-Nonprofit,Subsidized,44,44,97362.0,44,69362.0,,,,,,,,,
3573,022724,EASTERN COLLEGE OF HEALTH VOCATIONS,,AR,NaN,Proprietary,Subsidized,13,13,41556.0,13,20778.0,016041,EASTERN COLLEGE OF HEALTH VOCATIONS,200 SOUTH UNIVERSITY AVENUE,LITTLE ROCK,AR,72205.0,,,
3577,023043,"PLATT COLLEGE, SAN DIEGO",,CA,NaN,Proprietary,Subsidized,6,6,26963.0,7,16963.0,015180,"PLATT COLLEGE, SAN DIEGO",6250 EL CAJON BLVD,SAN DIEGO,CA,92115.0,,,
3584,040214,"AMERICAN COLLEGE, DUBLIN LIMITED (THE)",,,NaN,Foreign-Private,Subsidized,6,6,21500.0,6,10750.0,,,,,,,,,
3586,022579,INTERNATIONAL ACADEMY,,FL,NaN,Proprietary,Subsidized,26,26,69827.0,28,36034.0,015962,INTERNATIONAL ACADEMY,2550 SOUTH RIDGEWOOD AVENUE,SOUTH DAYTONA,FL,32119.0,,,
3589,025459,HYPNOSIS MOTIVATION INSTITUTE,,CA,NaN,Private-Nonprofit,Subsidized,11,11,38500.0,11,19250.0,017061,HYPNOSIS MOTIVATION INSTITUTE,18607 VENTURA BLVD  STE #310,TARZANA,CA,91356.0,,,
3592,041694,NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC MASSAGE,,VA,NaN,Proprietary,Subsidized,11,11,25663.0,11,12837.0,,,,,,,,,
3595,025183,LASALLE TECH,,LA,NaN,Proprietary,Subsidized,8,8,19911.0,8,9959.0,016880,LASALLE TECH,300 HOWARD AVE,HOUMA,LA,70363.0,,,
3596,023623,MERCER COUNTY CAREER CENTER,,PA,NaN,Public,Subsidized,3,3,9045.0,3,4524.0,,,,,,,,,
3614,021562,TECHNICAL COLLEGE OF THE ROCKIES,,CO,NaN,Public,Subsidized,13,13,35250.0,13,17625.0,014050,TECHNICAL COLLEGE OF THE ROCKIES,1765 US HIGHWAY 50,DELTA,CO,81416.0,,,
3615,020937,LONG ISLAND BUSINESS INSTITUTE,,NY,NaN,Proprietary,Subsidized,5,6,16400.0,6,8200.0,,,,,,,,,
3622,025476,FLORIDA NATIONAL UNIVERSITY,,FL,NaN,Proprietary,Subsidized,18,18,63386.0,19,35320.0,017069,FLORIDA NATIONAL UNIVERSITY,4425 WEST JOSE REGUEIRO 20TH AVENUE,HIALEAH,FL,33012.0,,,
3626,025485,COSMETOLOGY TRAINING CENTER,,LA,NaN,Proprietary,Subsidized,8,8,28000.0,8,14000.0,017096,COSMETOLOGY TRAINING CENTER,2516 JOHNSTON ST,LAFAYETTE,LA,70503.0,,,
3627,041133,LEBANESE AMERICAN UNIVERSITY,,,NaN,Foreign-Private,Subsidized,13,13,59250.0,13,29625.0,,,,,,,,,
3631,011820,SAN DIEGO MIRAMAR COLLEGE,,CA,NaN,Public,Subsidized,22,22,80221.0,22,40111.0,014172,SAN DIEGO MIRAMAR COLLEGE,10440 BLACK MOUNTAIN ROAD,SAN DIEGO,CA,92126.0,,,
3634,010161,LORAINES ACADEMY & SPA,,FL,NaN,Proprietary,Subsidized,23,23,61712.0,24,32029.0,014146,LORAINES ACADEMY & SPA,1012 58TH STREET NORTH,ST PETERSBURG,FL,33710.0,,,
3636,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,1,1,3500.0,1,1750.0,012948,ROB ROY ACADEMY,260 S MAIN ST,FALL RIVER,MA,2721.0,,,
3636,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,1,1,3500.0,1,1750.0,014992,ROB ROY ACADEMY,1 SCHOOL STREET,TAUNTON,MA,2780.0,,,
3636,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,1,1,3500.0,1,1750.0,015418,ROB ROY ACADEMY,150 PLEASANT ST,WORCESTER,MA,1609.0,,,
3636,021370,ROB ROY ACADEMY,,MA,NaN,Proprietary,Subsidized,1,1,3500.0,1,1750.0,016571,ROB ROY ACADEMY,1872 ACUSHNET AVE,NEW BEDFORD,MA,2746.0,,,
3641,022456,WARREN COUNTY CAREER CENTER,,OH,NaN,Public,Subsidized,4,4,8644.0,4,4324.0,015848,WARREN COUNTY CAREER CENTER,3525 NORTH STATE  ROUTE 48,LEBANON,OH,45036.0,,,
3644,021451,SCOTT COLLEGE OF COSMETOLOGY,,WV,NaN,Proprietary,Subsidized,1,1,3600.0,1,1800.0,,,,,,,,,
3659,023067,FORT WORTH BEAUTY SCHOOL,,TX,NaN,Proprietary,Subsidized,17,17,50577.0,19,27542.0,014547,FORT WORTH BEAUTY SCHOOL,2901 GLEN ROSE HWY,GRANBURY,TX,76048.0,,,
3669,025171,SARASOTA SCHOOL OF MASSAGE THERAPY,,FL,NaN,Proprietary,Subsidized,19,19,55368.0,19,27684.0,016937,SARASOTA SCHOOL OF MASSAGE THERAPY,5899 WHITFIELD AVENUE,SARASOTA,FL,34243.0,,,
3680,042291,ADVANTAGE CAREER INSTITUTE,,NJ,NaN,Proprietary,Subsidized,10,10,17890.0,10,8950.0,G42291,ADVANTAGE CAREER INSTITUTE,2 MERIDIAN ROAD,EATONTOWN,NJ,7724.0,,,
3681,030324,KC'S SCHOOL OF HAIR DESIGN,,MS,NaN,Proprietary,Subsidized,2,2,6000.0,3,4500.0,G30324,KC'S SCHOOL OF HAIR DESIGN,280 TURNPIKE RD,PONTOTOC,MS,38863.0,,,
3690,041342,LONDON CONTEMPORARY DANCE SCHOOL,,,NaN,Foreign-Private,Subsidized,5,5,20500.0,5,6834.0,,,,,,,,,
3692,023384,FORT PIERCE BEAUTY ACADEMY,,FL,NaN,Proprietary,Subsidized,14,14,45084.0,14,23918.0,,,,,,,,,
3694,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,6,6,19833.0,6,9916.0,009078,CAPRI INSTITUTE OF HAIR DESIGN,1595 MAIN AVENUE,CLIFTON,NJ,7011.0,,,
3694,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,6,6,19833.0,6,9916.0,014551,CAPRI INSTITUTE OF HAIR DESIGN,615 WINTERS AVENUE,PARAMUS,NJ,7652.0,,,
3694,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,6,6,19833.0,6,9916.0,015558,CAPRI INSTITUTE OF HAIR DESIGN,660 NORTH MICHIGAN AVENUE,KENILWORTH,NJ,7033.0,,,
3694,022655,CAPRI INSTITUTE OF HAIR DESIGN,,NJ,NaN,Proprietary,Subsidized,6,6,19833.0,6,9916.0,016107,CAPRI INSTITUTE OF HAIR DESIGN,268 BRICK BOULEVARD,BRICK TOWN,NJ,8724.0,,,
3695,021244,UNIVERSITY OF SPA & COSMETOLOGY ARTS,,IL,NaN,Proprietary,Subsidized,8,8,20206.0,8,10104.0,,,,,,,,,
3698,021169,UPPER VALLEY CAREER CENTER,,OH,NaN,Public,Subsidized,9,9,20891.0,10,11582.0,,,,,,,,,
3703,041391,UNIVERSITA DEGLI STUDI DI SCIENZE GASTRONOMICHE,,,NaN,Foreign-Private,Subsidized,2,2,9000.0,2,4500.0,,,,,,,,,
3704,042235,LYNNES WELDING TRAINING,,ND,NaN,Proprietary,Subsidized,4,4,7519.0,4,3760.0,G42235,LYNNES WELDING TRAINING,2717 3RD AVENUE NORTH,FARGO,ND,58102.0,,,
3706,023028,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,,MS,NaN,Proprietary,Subsidized,1,1,1752.0,1,876.0,,,,,,,,,
3711,022774,SOUTH COAST COLLEGE,,CA,NaN,Proprietary,Subsidized,8,8,30687.0,8,9082.0,016081,SOUTH COAST COLLEGE,2011 WEST CHAPMAN AVENUE,ORANGE,CA,92868.0,,,
3714,025536,DIVERSIFIED VOCATIONAL COLLEGE,,CA,NaN,Proprietary,Subsidized,9,9,31500.0,9,15750.0,,,,,,,,,
3720,022843,INTERACTIVE COLLEGE OF TECHNOLOGY,,GA,NaN,Proprietary,Subsidized,26,26,62874.0,33,37151.0,E00960,INTERACTIVE COLLEGE OF TECHNOLOGY,2323 BROWNS BRIDGE ROAD,GAINESVILLE,GA,30501.0,,,
3720,022843,INTERACTIVE COLLEGE OF TECHNOLOGY,,GA,NaN,Proprietary,Subsidized,26,26,62874.0,33,37151.0,016109,INTERACTIVE COLLEGE OF TECHNOLOGY,5303 NEW PEACHTREE ROAD,CHAMBLEE,GA,30341.0,,,
3724,022562,BROKEN ARROW BEAUTY COLLEGE - COSMETOLOGY EDUCATION CENTER,,OK,NaN,Proprietary,Subsidized,1,1,3000.0,1,1500.0,,,,,,,,,
3725,025595,SALON PROFESSIONAL ACADEMY (THE),,ID,NaN,Proprietary,Subsidized,6,6,21000.0,6,10500.0,017178,SALON PROFESSIONAL ACADEMY (THE),120 HOLLY STREET,NAMPA,ID,83686.0,,,
3726,021127,"NORTH HAVEN ACADEMY, LLC",,CT,NaN,Proprietary,Subsidized,5,5,13750.0,5,6875.0,014730,"NORTH HAVEN ACADEMY, LLC",97 WASHINGTON AVENUE,NORTH HAVEN,CT,6473.0,,,
3731,024975,CLINTON TECHNICAL SCHOOL,,MO,NaN,Public,Subsidized,9,9,18540.0,9,9270.0,016798,CLINTON TECHNICAL SCHOOL,5TH AND WILSON,CLINTON,MO,64735.0,,,
3732,022050,COLLEGE OF WILMINGTON,,NC,NaN,Proprietary,Subsidized,14,14,44331.0,16,24958.0,013850,COLLEGE OF WILMINGTON,3500 OLEANDER DRIVE SUITE 1111,WILMINGTON,NC,28403.0,,,
3736,020609,BROWN COLLEGE OF COURT REPORTING,,GA,NaN,Proprietary,Subsidized,3,3,8652.0,3,3744.0,013624,BROWN COLLEGE OF COURT REPORTING,"1100 SPRING STREET, NW",ATLANTA,GA,30309.0,,,
3737,023233,PROFESSIONALS CHOICE HAIR DESIGN ACADEMY,,IL,NaN,Proprietary,Subsidized,3,3,10500.0,3,5250.0,,,,,,,,,
3760,021858,MOLER BARBER COLLEGE,,CA,NaN,Proprietary,Subsidized,7,7,24500.0,7,12250.0,015101,MOLER BARBER COLLEGE,3500 BROADWAY,OAKLAND,CA,94611.0,,,
3764,022879,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,,OH,NaN,Proprietary,Subsidized,5,5,17500.0,5,8750.0,014338,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,1324 YOUNGSTOWN-WARREN RD,NILES,OH,44446.0,,,
3764,022879,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,,OH,NaN,Proprietary,Subsidized,5,5,17500.0,5,8750.0,030676,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,615 BOARDMAN-CANFIELD ROAD,BOARDMAN,OH,44512.0,,,
3767,020565,MITCHELL'S ACADEMY,,NC,NaN,Proprietary,Subsidized,21,21,38185.0,22,19616.0,013670,MITCHELL'S ACADEMY,2620 FOREST HILLS RD,WILSON,NC,27893.0,,,
3771,021583,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY,,PA,NaN,Public,Subsidized,7,7,8589.0,7,8589.0,,,,,,,,,
3781,024915,SOUTHWEST UNIVERSITY OF VISUAL ARTS,,AZ,NaN,Proprietary,Subsidized,9,9,41000.0,9,21250.0,,,,,,,,,
3794,022281,STEVEN PAPAGEORGE HAIR ACADEMY,,IL,NaN,Proprietary,Subsidized,2,2,7000.0,2,3500.0,014120,STEVEN PAPAGEORGE HAIR ACADEMY,1113-15 WEST BELMONT,CHICAGO,IL,60657.0,,,
3815,023396,ROGERS ACADEMY OF HAIR DESIGN,,IN,NaN,Proprietary,Subsidized,11,11,35747.0,11,17874.0,,,,,,,,,
3819,022705,BUCKS COUNTY SCHOOL OF BEAUTY CULTURE,,PA,NaN,Proprietary,Subsidized,1,1,2722.0,1,1361.0,,,,,,,,,
3820,023299,FLORIDA INSTITUTE OF ULTRASOUND,,FL,NaN,Proprietary,Subsidized,6,6,18031.0,6,9016.0,016483,FLORIDA INSTITUTE OF ULTRASOUND,8800 UNIVERSITY PARKWAY,PENSACOLA,FL,32514.0,,,
3823,023312,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,,TX,NaN,Private-Nonprofit,Subsidized,3,3,12500.0,3,3125.0,,,,,,,,,
